age,job,marital,education,default,housing,loan,campaign,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m
51,3,0,3,0,0,0,5,0,1.1,93.994,-36.4,4.86
30,7,0,1,0,1,0,3,0,1.4,93.918,-42.7,4.961
33,3,0,3,0,0,0,2,0,1.4,94.465,-41.8,4.865
37,6,0,6,0,0,1,7,0,1.4,93.918,-42.7,4.957
35,2,1,1,0,2,2,2,2,-1.8,92.893,-46.2,1.313
32,2,1,6,1,1,0,9,0,1.4,93.444,-36.1,4.967
32,2,1,6,0,0,0,4,0,1.4,93.444,-36.1,4.964
23,11,1,5,0,0,0,2,2,-1.7,94.215,-40.3,0.876
45,3,0,0,0,1,0,2,1,-1.8,92.893,-46.2,1.291
31,8,1,6,0,1,1,3,0,-0.1,93.2,-42.0,4.191
34,2,1,6,0,0,0,3,0,1.4,93.444,-36.1,4.966
29,2,1,6,0,1,1,1,0,1.4,93.444,-36.1,4.963
56,10,0,6,0,0,0,1,0,-1.8,93.075,-47.1,1.365
31,3,1,1,0,1,0,1,0,-0.1,93.2,-42.0,4.12
46,3,0,3,1,0,0,2,0,1.1,93.994,-36.4,4.857
41,2,0,4,0,0,0,2,0,-1.8,93.075,-47.1,1.405
47,4,2,4,1,0,0,3,0,1.1,93.994,-36.4,4.856
53,1,0,2,0,1,0,1,0,-1.8,92.893,-46.2,1.25
43,1,1,1,1,1,0,4,0,-0.1,93.2,-42.0,4.021
48,3,0,0,0,0,0,3,0,-1.8,92.893,-46.2,1.313
45,9,0,5,0,0,0,4,0,1.4,94.465,-41.8,4.959
43,3,0,0,0,0,1,1,0,-1.8,92.893,-46.2,1.281
37,3,0,3,0,1,1,1,0,1.1,93.994,-36.4,4.86
29,4,0,4,0,0,1,2,0,1.4,93.444,-36.1,4.963
34,2,0,6,0,0,0,1,0,1.4,93.444,-36.1,4.963
31,3,0,0,1,1,0,1,0,-1.8,92.893,-46.2,1.334
57,3,0,0,1,0,0,1,0,1.1,93.994,-36.4,4.857
71,5,0,5,0,1,1,1,1,-3.0,92.713,-33.0,0.714
49,4,2,1,0,1,0,1,0,1.4,93.918,-42.7,4.958
44,4,1,6,0,1,0,1,0,1.1,93.994,-36.4,4.859
50,4,1,6,0,1,0,5,0,1.4,93.444,-36.1,4.964
68,5,0,0,1,1,0,3,0,-1.7,94.055,-39.8,0.754
53,2,2,6,0,1,1,1,1,-1.8,93.369,-34.8,0.654
64,5,0,6,0,0,0,1,0,-2.9,92.201,-31.4,0.884
24,7,1,1,0,0,1,2,0,-1.8,93.876,-40.0,0.697
58,2,0,1,0,1,1,2,0,-1.7,94.215,-40.3,0.81
23,11,1,3,0,1,1,3,2,-1.1,94.199,-37.5,0.879
39,3,0,0,1,0,1,5,0,1.1,93.994,-36.4,4.86
35,3,0,3,0,1,0,1,1,-1.8,92.893,-46.2,1.313
28,10,1,4,0,1,0,1,0,-1.8,92.893,-46.2,1.299
49,1,0,1,1,1,0,1,0,1.1,93.994,-36.4,4.86
50,3,2,1,1,0,1,2,0,1.1,93.994,-36.4,4.857
38,3,0,5,0,1,0,1,0,1.4,93.918,-42.7,4.962
42,3,0,3,1,1,0,2,0,1.4,93.918,-42.7,4.968
53,6,0,6,0,1,0,1,0,1.4,93.444,-36.1,4.967
37,2,1,1,0,1,1,3,0,1.4,94.465,-41.8,4.961
36,4,0,1,0,0,0,1,0,1.4,93.918,-42.7,4.955
33,3,2,0,0,1,0,1,0,-2.9,92.201,-31.4,0.859
58,4,0,3,0,1,0,1,0,-1.7,94.027,-38.3,0.904
36,4,1,6,1,0,0,1,0,1.4,93.444,-36.1,4.966
58,6,0,6,0,1,0,2,0,-1.8,92.893,-46.2,1.244
59,4,0,6,1,0,1,7,0,1.4,93.918,-42.7,4.962
41,2,0,4,1,1,0,1,0,1.1,93.994,-36.4,4.864
37,11,0,4,0,0,0,1,0,1.4,93.444,-36.1,4.97
41,4,0,6,0,0,0,2,0,-0.1,93.2,-42.0,4.191
31,2,1,1,0,0,0,1,0,1.4,93.918,-42.7,4.961
44,2,2,6,0,1,0,11,0,1.4,93.918,-42.7,4.968
50,6,1,6,0,2,2,2,0,1.1,93.994,-36.4,4.857
35,2,1,6,0,1,0,1,2,-1.7,94.055,-39.8,0.72
28,2,0,1,0,1,0,1,1,-1.8,92.893,-46.2,1.281
55,5,0,2,1,0,0,1,0,1.1,93.994,-36.4,4.856
34,4,0,1,0,1,1,1,0,-0.1,93.2,-42.0,4.076
31,4,0,4,1,1,0,2,0,-1.8,92.893,-46.2,1.327
47,3,2,0,0,0,1,1,0,1.1,93.994,-36.4,4.857
57,5,1,1,0,0,0,4,0,1.4,94.465,-41.8,4.959
40,3,1,3,0,1,0,2,0,-1.8,92.893,-46.2,1.281
42,2,0,1,0,0,0,3,0,1.4,93.918,-42.7,4.962
58,3,0,0,1,0,0,1,0,1.4,94.465,-41.8,4.947
58,6,0,2,0,0,0,4,0,1.4,94.465,-41.8,4.959
41,6,0,1,0,2,2,1,0,1.4,94.465,-41.8,4.967
30,2,1,6,0,1,0,1,0,-0.1,93.2,-42.0,4.076
43,4,0,1,0,1,0,1,0,1.4,93.918,-42.7,4.962
52,9,0,0,0,1,0,1,0,1.4,94.465,-41.8,4.967
43,3,0,3,0,0,1,1,0,-0.1,93.2,-42.0,4.153
56,2,0,1,0,0,0,1,0,-3.4,92.379,-29.8,0.778
48,1,0,1,1,0,0,1,0,1.1,93.994,-36.4,4.856
28,2,0,1,0,1,0,2,0,1.1,93.994,-36.4,4.859
53,1,3,5,0,1,0,5,0,1.4,94.465,-41.8,4.961
36,6,2,6,0,0,0,3,2,-1.1,94.199,-37.5,0.881
27,3,0,2,0,0,0,9,0,1.1,93.994,-36.4,4.856
42,10,0,1,0,1,0,2,0,1.1,93.994,-36.4,4.857
45,4,0,1,0,1,0,3,0,1.4,94.465,-41.8,4.961
52,3,0,0,1,1,1,3,0,1.1,93.994,-36.4,4.859
23,11,1,1,0,1,0,3,1,-2.9,92.201,-31.4,0.873
58,5,0,4,1,0,0,3,1,-0.1,93.2,-42.0,4.021
40,2,2,6,1,0,0,5,0,1.4,93.444,-36.1,4.963
25,11,1,5,1,1,0,1,0,-2.9,92.469,-33.6,1.044
34,10,0,6,0,0,0,5,0,-1.8,92.893,-46.2,1.313
42,2,0,6,0,1,0,2,0,-0.1,93.2,-42.0,4.12
50,2,0,1,0,0,0,5,0,1.1,93.994,-36.4,4.858
37,1,0,1,1,0,0,1,0,1.1,93.994,-36.4,4.858
24,1,1,1,0,1,0,1,0,-1.8,93.075,-47.1,1.445
51,5,2,0,0,1,1,1,0,-0.1,93.2,-42.0,4.191
41,10,0,6,0,1,0,1,0,-0.1,93.2,-42.0,4.153
45,1,0,4,0,1,0,1,0,1.1,93.994,-36.4,4.857
33,2,0,6,0,0,0,1,0,-0.1,93.798,-40.4,4.76
42,4,0,4,1,1,0,3,0,1.4,93.918,-42.7,4.962
30,6,1,6,0,0,1,5,0,1.1,93.994,-36.4,4.857
55,9,0,5,1,0,0,1,0,1.1,93.994,-36.4,4.864
30,0,0,6,0,1,0,7,0,1.4,93.444,-36.1,4.964
36,8,2,6,0,1,0,1,0,-0.1,93.2,-42.0,4.12
46,4,0,4,0,1,0,1,1,-0.1,93.2,-42.0,4.191
88,5,0,6,0,1,0,1,0,-2.9,92.201,-31.4,0.843
31,6,1,6,0,1,0,3,0,1.4,93.918,-42.7,4.968
30,3,0,0,0,1,0,1,0,-1.8,93.075,-47.1,1.405
27,4,1,6,0,0,1,5,1,-1.8,93.075,-47.1,1.405
25,3,1,0,0,1,0,1,0,1.1,93.994,-36.4,4.858
27,3,1,3,1,1,0,31,0,1.4,93.918,-42.7,4.96
42,6,0,6,0,1,0,1,1,-3.4,92.431,-26.9,0.731
32,4,1,6,1,1,0,3,0,-1.8,92.893,-46.2,1.25
38,2,1,1,0,1,0,1,0,-0.1,93.2,-42.0,4.153
39,2,2,6,0,0,0,2,0,1.4,93.444,-36.1,4.965
58,0,0,6,0,1,0,5,0,1.4,93.918,-42.7,4.961
46,3,0,0,1,1,0,2,0,1.1,93.994,-36.4,4.856
48,6,0,5,0,1,1,3,0,-0.1,93.2,-42.0,4.191
38,2,0,6,0,1,0,1,0,1.4,93.444,-36.1,4.965
39,2,1,1,0,0,1,1,0,1.4,93.444,-36.1,4.968
29,2,1,6,0,2,2,1,0,1.4,93.918,-42.7,4.959
28,3,0,3,0,1,0,1,2,-1.8,92.893,-46.2,1.313
34,2,0,4,0,1,0,2,0,1.1,93.994,-36.4,4.856
25,1,1,1,0,0,0,1,0,1.4,94.465,-41.8,4.959
34,1,1,3,0,1,0,3,0,-0.1,93.2,-42.0,4.021
29,2,1,6,0,0,0,1,0,1.4,93.444,-36.1,4.963
70,5,0,0,1,0,0,1,1,-1.1,94.601,-49.5,0.965
31,2,1,1,0,0,0,2,2,-1.1,94.199,-37.5,0.883
29,4,1,1,0,0,1,1,0,-1.8,92.893,-46.2,1.266
30,4,0,4,0,1,0,1,0,1.1,93.994,-36.4,4.858
40,10,0,6,0,0,0,3,0,1.4,93.918,-42.7,4.963
45,3,0,0,1,0,1,1,0,-1.8,92.893,-46.2,1.344
55,3,0,0,1,2,2,4,0,1.4,94.465,-41.8,4.959
34,4,0,4,0,0,0,6,2,-1.8,93.369,-34.8,0.646
41,3,0,3,0,1,0,2,0,1.4,93.918,-42.7,4.961
45,2,0,2,0,1,0,2,0,1.1,93.994,-36.4,4.86
49,1,2,1,1,1,0,9,0,1.4,93.918,-42.7,4.961
44,6,2,3,1,0,0,1,0,1.1,93.994,-36.4,4.857
50,2,2,1,0,1,0,1,0,-0.1,93.2,-42.0,4.021
41,1,1,4,0,1,0,2,0,-0.1,93.2,-42.0,4.153
30,4,0,1,0,0,0,1,0,1.4,93.444,-36.1,4.963
42,2,1,1,0,1,0,1,0,1.4,93.444,-36.1,4.964
49,1,0,1,1,1,1,1,0,1.1,93.994,-36.4,4.857
56,2,0,1,0,1,0,11,0,1.4,94.465,-41.8,4.959
37,1,2,1,0,0,0,1,0,-1.8,92.893,-46.2,1.266
31,3,0,3,1,1,1,2,1,-1.8,92.893,-46.2,1.281
34,3,0,3,0,0,0,1,1,-1.8,92.893,-46.2,1.25
37,4,1,3,0,0,1,1,0,1.1,93.994,-36.4,4.857
38,3,0,3,0,0,0,1,0,1.1,93.994,-36.4,4.856
39,2,0,1,0,1,0,3,0,-1.8,92.893,-46.2,1.354
31,11,1,5,0,1,0,1,0,-1.1,94.199,-37.5,0.879
53,6,0,6,0,0,1,3,0,1.4,93.918,-42.7,4.955
34,0,2,2,0,0,0,3,0,1.1,93.994,-36.4,4.864
32,4,2,6,0,1,0,2,0,-2.9,92.963,-40.8,1.26
33,3,1,4,0,0,1,1,0,-1.7,94.215,-40.3,0.822
48,2,1,6,0,0,0,7,0,1.4,93.918,-42.7,4.961
47,5,1,2,1,0,0,5,0,1.4,93.918,-42.7,4.962
31,1,0,1,0,0,0,1,0,-1.8,93.075,-47.1,1.405
35,11,1,6,1,0,0,5,0,1.1,93.994,-36.4,4.857
41,2,0,1,0,1,1,1,0,-1.8,92.893,-46.2,1.264
49,7,0,0,0,1,0,2,0,1.4,93.444,-36.1,4.964
58,7,0,4,1,1,0,2,0,1.4,93.444,-36.1,4.968
39,1,0,1,0,1,1,2,0,1.1,93.994,-36.4,4.859
55,1,0,1,1,0,0,1,0,1.4,93.444,-36.1,4.965
46,3,1,0,1,1,0,6,0,1.4,93.918,-42.7,4.957
54,3,0,0,0,1,0,1,0,1.4,93.444,-36.1,4.963
45,3,0,3,1,1,1,1,0,1.4,94.465,-41.8,4.961
72,5,0,5,0,0,0,1,0,-3.4,92.379,-29.8,0.809
32,6,1,6,0,0,0,1,0,1.1,93.994,-36.4,4.858
46,2,0,5,0,0,0,1,0,1.1,93.994,-36.4,4.857
30,4,1,6,0,1,1,2,0,1.4,93.444,-36.1,4.966
30,4,1,4,0,0,1,7,0,1.4,93.918,-42.7,4.963
31,4,1,4,0,1,0,3,0,1.1,93.994,-36.4,4.857
35,4,1,6,0,0,1,1,0,1.4,93.444,-36.1,4.964
48,3,0,5,1,0,0,7,0,1.4,94.465,-41.8,4.865
57,5,0,2,0,0,0,1,1,-1.8,92.893,-46.2,1.327
42,3,0,4,0,0,0,1,0,-3.4,92.431,-26.9,0.735
37,1,0,1,0,0,0,2,1,-3.4,92.649,-30.1,0.715
25,1,1,1,0,0,0,1,0,1.4,94.465,-41.8,4.864
55,5,0,3,1,1,0,8,0,1.4,93.918,-42.7,4.968
44,3,0,6,0,1,0,2,0,-1.8,93.075,-47.1,1.483
48,2,1,6,0,1,0,2,0,1.4,94.465,-41.8,4.866
37,2,0,0,0,1,0,1,0,1.1,93.994,-36.4,4.857
29,2,1,6,0,1,0,1,0,-1.8,92.893,-46.2,1.334
36,1,2,6,0,0,0,1,0,1.4,94.465,-41.8,4.961
39,10,0,4,0,1,0,3,1,-0.1,93.2,-42.0,4.076
32,3,1,1,1,1,0,3,0,-1.8,92.893,-46.2,1.281
74,5,0,0,0,0,0,1,1,-2.9,92.201,-31.4,0.873
21,0,1,1,0,0,0,2,0,-1.7,94.215,-40.3,0.861
49,6,0,6,0,0,0,2,0,-0.1,93.2,-42.0,4.021
40,7,1,1,1,1,0,4,0,-1.8,92.893,-46.2,1.299
39,2,0,6,0,1,0,2,0,1.1,93.994,-36.4,4.855
36,2,0,6,0,1,1,2,0,1.4,94.465,-41.8,4.959
47,4,0,1,0,1,0,2,0,-1.8,93.075,-47.1,1.479
47,3,1,5,1,1,0,5,0,1.4,93.918,-42.7,4.961
40,3,0,3,0,1,0,1,0,1.4,93.918,-42.7,4.961
27,1,0,1,1,0,0,3,0,1.4,94.465,-41.8,4.959
44,10,0,1,0,1,0,3,0,1.4,93.918,-42.7,4.962
31,3,0,0,0,1,0,1,0,1.4,93.918,-42.7,4.962
24,3,0,3,0,2,2,1,0,1.4,93.918,-42.7,4.962
46,4,0,4,0,0,0,3,0,1.1,93.994,-36.4,4.858
40,1,0,1,0,1,1,9,0,1.1,93.994,-36.4,4.864
30,1,0,5,0,0,0,3,0,1.1,93.994,-36.4,4.856
51,3,0,2,1,1,1,2,0,1.1,93.994,-36.4,4.86
51,3,0,0,1,1,0,2,0,1.4,94.465,-41.8,4.961
47,2,0,1,1,0,1,1,0,1.4,94.465,-41.8,4.967
30,2,1,6,0,1,1,2,0,-1.8,93.075,-47.1,1.365
43,5,0,3,0,1,0,3,0,1.4,93.918,-42.7,4.961
37,1,0,1,0,1,0,1,0,1.1,93.994,-36.4,4.859
48,6,0,6,0,1,1,2,0,-3.4,92.649,-30.1,0.715
38,4,1,6,0,1,0,1,0,-2.9,92.963,-40.8,1.099
51,1,1,1,1,0,0,4,0,1.1,93.994,-36.4,4.857
38,4,0,5,0,1,0,1,0,1.4,93.918,-42.7,4.963
48,3,0,0,1,0,0,3,0,-0.1,93.2,-42.0,4.021
33,2,2,1,0,0,0,4,0,-0.1,93.2,-42.0,4.12
53,0,0,1,0,1,0,6,0,-1.7,94.055,-39.8,0.748
58,5,0,0,0,1,0,3,0,1.1,93.994,-36.4,4.856
28,11,1,6,0,1,1,2,0,-1.8,92.893,-46.2,1.313
38,3,0,2,0,1,0,2,0,-1.8,92.893,-46.2,1.299
60,5,0,0,1,1,0,2,0,1.1,93.994,-36.4,4.857
59,1,0,0,1,0,0,7,0,1.4,93.444,-36.1,4.963
49,2,2,1,0,0,0,3,1,-1.8,92.893,-46.2,1.299
37,8,0,4,0,1,1,1,0,1.1,93.994,-36.4,4.857
53,1,0,3,1,1,0,1,0,1.4,93.444,-36.1,4.97
34,2,0,6,1,1,0,5,0,1.4,93.444,-36.1,4.962
25,3,1,0,0,1,1,3,0,1.4,93.918,-42.7,4.962
43,2,1,6,0,1,0,1,0,-0.1,93.2,-42.0,4.021
57,3,0,2,1,1,0,4,0,-1.8,92.893,-46.2,1.291
30,4,1,4,0,1,0,4,0,1.4,93.444,-36.1,4.968
35,1,1,1,0,1,1,1,0,-1.8,92.893,-46.2,1.313
27,11,1,5,1,1,0,1,0,-1.8,93.075,-47.1,1.365
30,3,0,2,0,0,0,2,0,1.1,93.994,-36.4,4.864
25,2,1,5,0,0,0,1,0,1.1,93.994,-36.4,4.864
29,2,1,6,0,0,0,1,0,-1.8,93.075,-47.1,1.365
36,0,0,1,0,1,1,3,0,1.1,93.994,-36.4,4.864
59,5,0,1,0,2,2,2,0,1.4,93.444,-36.1,4.968
27,9,1,1,1,1,1,1,0,-1.8,92.893,-46.2,1.299
38,10,0,3,0,1,0,4,0,1.4,93.918,-42.7,4.957
52,1,0,2,0,0,1,2,0,1.4,93.918,-42.7,4.96
54,2,0,6,0,0,1,1,0,-3.4,92.379,-29.8,0.803
31,2,0,6,0,0,0,6,0,-0.1,93.2,-42.0,4.076
33,2,1,6,0,1,1,2,0,1.4,93.444,-36.1,4.965
29,1,1,6,1,0,1,1,0,1.4,94.465,-41.8,4.864
37,4,0,3,0,0,0,3,0,1.1,93.994,-36.4,4.855
46,4,0,4,0,0,0,1,0,1.4,94.465,-41.8,4.864
31,4,0,2,0,1,1,4,0,-0.1,93.2,-42.0,4.076
43,7,0,4,0,0,0,5,0,1.4,94.465,-41.8,4.864
34,2,1,6,1,1,0,1,0,1.4,93.918,-42.7,4.962
33,2,0,6,0,1,0,1,2,-1.8,93.749,-34.6,0.654
37,3,0,2,0,1,0,2,1,-1.8,93.075,-47.1,1.466
36,10,0,1,0,0,0,2,0,1.4,93.918,-42.7,4.96
35,2,1,6,0,2,2,2,1,-1.8,93.075,-47.1,1.405
32,2,0,6,0,0,0,1,2,-1.8,92.893,-46.2,1.327
33,4,0,6,1,0,0,1,0,1.4,94.465,-41.8,4.959
37,4,1,4,0,0,0,1,0,1.1,93.994,-36.4,4.855
38,2,1,6,1,1,1,5,0,1.4,93.444,-36.1,4.964
39,3,0,3,0,1,1,5,0,1.4,93.918,-42.7,4.957
40,1,0,1,0,1,1,3,0,1.4,93.918,-42.7,4.963
57,4,0,1,0,1,1,2,2,-2.9,92.201,-31.4,0.884
36,4,0,1,0,1,0,4,0,1.4,93.918,-42.7,4.961
29,2,1,1,0,0,1,1,0,-1.8,92.893,-46.2,1.25
29,4,1,6,0,1,0,2,0,-3.0,92.713,-33.0,0.709
34,4,2,4,0,1,0,1,0,-1.8,93.075,-47.1,1.405
24,3,1,3,0,0,0,3,0,1.4,93.918,-42.7,4.958
25,1,1,1,0,0,0,1,1,-1.8,92.893,-46.2,1.266
59,2,0,1,0,0,0,4,0,1.4,94.465,-41.8,4.96
58,3,0,5,0,1,0,3,0,1.4,94.465,-41.8,4.959
32,3,2,3,1,1,0,5,0,1.4,94.465,-41.8,4.96
45,6,0,6,0,1,1,1,0,-0.1,93.2,-42.0,4.021
48,4,0,5,1,0,1,1,0,1.1,93.994,-36.4,4.859
35,2,1,1,0,0,1,1,1,-2.9,92.201,-31.4,0.873
29,3,0,0,0,0,1,1,0,-0.1,93.2,-42.0,4.12
52,8,0,6,0,1,0,4,0,1.1,93.994,-36.4,4.855
44,2,2,6,1,1,1,1,0,1.4,93.444,-36.1,4.963
45,2,2,1,0,0,0,1,0,1.4,93.918,-42.7,4.962
48,3,0,0,0,2,2,3,0,1.4,93.918,-42.7,4.96
50,3,0,2,1,0,1,1,1,-0.1,93.2,-42.0,4.191
49,3,2,3,0,1,0,2,0,1.4,93.918,-42.7,4.963
39,10,2,1,0,0,0,1,0,1.1,93.994,-36.4,4.857
52,2,0,1,1,1,0,3,0,1.4,93.918,-42.7,4.957
58,3,0,2,0,1,0,3,0,1.4,93.444,-36.1,4.963
32,8,1,6,0,1,0,1,0,-3.4,92.379,-29.8,0.781
47,1,0,1,0,1,0,1,0,-0.1,93.2,-42.0,4.153
48,2,0,6,0,0,1,2,0,1.1,93.994,-36.4,4.857
34,4,1,4,0,0,0,1,1,-1.8,92.893,-46.2,1.299
31,4,1,4,0,1,0,1,1,-1.8,93.075,-47.1,1.405
32,10,0,1,0,2,2,1,0,-1.8,92.893,-46.2,1.291
40,1,0,1,0,1,0,2,0,-1.8,93.075,-47.1,1.479
36,6,0,6,0,1,0,2,0,-1.8,92.893,-46.2,1.266
39,3,0,5,1,1,0,5,0,1.4,93.918,-42.7,4.961
36,2,2,1,0,1,0,2,0,1.1,93.994,-36.4,4.859
48,3,0,4,0,1,0,2,0,1.4,93.444,-36.1,4.968
40,4,0,4,1,1,0,3,0,1.4,93.444,-36.1,4.97
35,4,1,6,0,1,0,3,0,-1.8,92.893,-46.2,1.291
35,3,1,5,0,0,0,4,0,1.4,94.465,-41.8,4.959
35,6,0,1,0,1,0,1,1,-1.8,92.893,-46.2,1.281
46,6,2,1,0,1,1,2,0,-0.1,93.2,-42.0,4.12
55,1,0,1,0,1,0,1,0,1.1,93.994,-36.4,4.855
43,3,0,2,0,0,0,2,1,-1.8,93.075,-47.1,1.405
79,5,0,0,0,0,1,1,1,-1.7,94.215,-40.3,0.822
32,2,1,1,0,1,0,4,0,-0.1,93.2,-42.0,4.076
50,3,0,3,0,1,0,1,0,-0.1,93.2,-42.0,4.191
48,1,2,1,0,0,1,7,0,1.4,93.918,-42.7,4.96
36,4,0,6,0,1,0,1,0,1.4,93.444,-36.1,4.963
73,5,0,0,1,0,0,1,0,-2.9,92.201,-31.4,0.854
27,3,1,1,0,0,0,1,0,1.1,93.994,-36.4,4.858
22,4,1,4,0,1,0,1,0,-3.4,92.649,-30.1,0.72
29,2,1,1,0,1,0,1,0,1.4,93.918,-42.7,4.962
42,2,0,6,0,1,0,3,1,-1.1,94.767,-50.8,1.041
32,2,2,1,0,1,0,1,0,-1.8,92.893,-46.2,1.344
34,3,0,4,0,0,0,1,1,-0.1,93.2,-42.0,4.153
31,4,1,4,0,0,0,1,0,-1.8,93.075,-47.1,1.405
27,1,1,1,0,1,1,1,1,-1.8,93.369,-34.8,0.646
54,0,0,3,0,1,1,2,0,-0.1,93.2,-42.0,4.12
53,1,0,1,1,0,0,4,0,1.1,93.994,-36.4,4.86
54,6,0,2,0,1,0,3,1,-0.1,93.2,-42.0,4.12
45,4,2,6,1,0,0,1,0,-1.8,92.893,-46.2,1.313
58,5,0,1,0,0,0,2,0,-2.9,92.201,-31.4,0.838
60,2,2,1,1,1,0,1,0,-1.8,92.893,-46.2,1.25
31,4,1,4,0,1,0,1,0,1.4,93.444,-36.1,4.963
46,2,2,6,0,1,0,4,0,1.1,93.994,-36.4,4.858
25,2,0,1,0,1,0,2,0,1.1,93.994,-36.4,4.859
45,3,1,3,0,0,0,1,1,-3.4,92.431,-26.9,0.742
29,9,0,6,0,2,2,2,0,1.1,93.994,-36.4,4.855
37,3,0,0,1,1,1,6,1,-1.8,93.075,-47.1,1.405
44,3,1,3,1,0,0,1,0,1.1,93.994,-36.4,4.857
35,2,2,6,0,1,0,2,0,1.4,94.465,-41.8,4.865
49,6,0,1,0,1,0,1,0,-0.1,93.2,-42.0,4.12
28,4,1,6,0,0,1,1,1,-1.8,93.749,-34.6,0.663
39,3,0,3,0,0,0,5,0,1.1,93.994,-36.4,4.857
28,3,0,2,1,1,0,7,0,1.1,93.994,-36.4,4.864
33,7,0,3,0,1,1,1,0,1.1,93.994,-36.4,4.857
45,3,1,1,1,0,0,4,0,-1.8,92.893,-46.2,1.244
55,2,0,4,0,1,1,1,0,1.4,93.444,-36.1,4.968
26,3,0,3,0,0,0,1,1,-1.8,92.893,-46.2,1.266
31,2,1,6,0,0,0,1,0,1.4,93.444,-36.1,4.964
35,6,0,6,0,1,0,4,0,1.4,93.444,-36.1,4.963
26,2,1,1,0,1,0,7,0,1.1,93.994,-36.4,4.857
46,6,1,6,0,0,0,1,0,1.1,93.994,-36.4,4.856
32,4,2,4,0,0,0,2,0,-1.8,92.843,-50.0,1.556
31,2,0,1,0,1,1,4,0,-1.7,94.215,-40.3,0.861
46,2,0,5,1,1,0,2,0,1.1,93.994,-36.4,4.86
50,0,1,5,0,0,1,1,0,1.4,94.465,-41.8,4.864
23,2,1,1,0,0,0,3,0,-1.8,92.893,-46.2,1.266
25,4,1,6,0,0,0,3,0,1.4,93.918,-42.7,4.962
28,3,1,3,0,1,0,6,0,-1.8,92.893,-46.2,1.25
52,4,0,4,0,0,0,11,0,1.1,93.994,-36.4,4.857
34,8,1,6,0,0,0,6,0,-1.8,93.075,-47.1,1.423
56,2,0,1,0,0,0,2,0,1.1,93.994,-36.4,4.86
37,1,0,1,0,1,0,1,0,1.1,93.994,-36.4,4.856
41,3,0,3,0,1,0,1,0,1.4,93.918,-42.7,4.961
42,0,2,0,1,0,0,2,0,1.4,93.918,-42.7,4.96
38,4,0,4,0,0,0,2,0,1.1,93.994,-36.4,4.856
32,4,2,3,0,1,1,3,1,-1.8,92.893,-46.2,1.334
47,3,0,0,0,1,0,1,1,-1.8,92.893,-46.2,1.281
41,6,0,1,0,0,0,1,1,-1.8,92.893,-46.2,1.244
38,4,0,4,0,1,0,3,0,1.4,93.444,-36.1,4.966
49,5,0,1,0,1,0,1,0,1.4,93.918,-42.7,4.961
54,3,0,3,1,0,1,2,0,1.1,93.994,-36.4,4.855
34,2,0,1,1,0,0,2,0,-1.8,92.893,-46.2,1.313
37,3,1,4,0,1,0,8,0,1.4,93.444,-36.1,4.964
38,2,1,1,0,1,1,4,0,-0.1,93.2,-42.0,4.076
37,7,0,6,1,1,0,3,2,-1.7,94.055,-39.8,0.754
35,2,1,6,0,0,0,5,0,-0.1,93.2,-42.0,4.12
38,3,0,3,1,1,0,1,1,-1.8,92.893,-46.2,1.344
47,6,0,6,0,0,0,1,0,-0.1,93.2,-42.0,4.191
32,4,0,6,0,0,0,3,0,-3.4,92.379,-29.8,0.768
27,9,1,1,1,1,0,2,0,-1.8,92.893,-46.2,1.299
24,11,1,1,0,1,0,1,0,-2.9,92.201,-31.4,0.849
55,5,0,0,1,1,0,1,0,1.1,93.994,-36.4,4.856
36,2,0,1,0,1,1,1,0,-1.8,92.893,-46.2,1.299
53,6,0,6,0,1,0,3,0,-0.1,93.2,-42.0,4.021
30,11,1,1,0,0,0,3,1,-1.7,94.027,-38.3,0.899
35,2,0,6,1,1,0,1,0,1.4,93.918,-42.7,4.961
43,2,2,6,0,1,0,4,1,-1.1,94.767,-50.8,1.04
42,6,0,6,1,1,0,4,0,1.1,93.994,-36.4,4.857
29,2,1,6,0,1,0,1,0,1.4,93.444,-36.1,4.964
28,3,1,3,1,0,0,3,0,-1.8,92.893,-46.2,1.334
27,6,0,3,0,0,1,3,0,1.4,93.918,-42.7,4.962
35,3,0,2,0,1,0,6,0,1.1,93.994,-36.4,4.864
30,2,0,1,0,0,0,1,0,1.1,93.994,-36.4,4.857
38,2,0,6,0,0,0,5,0,1.4,93.444,-36.1,4.965
33,4,0,6,0,1,0,1,0,-1.8,93.876,-40.0,0.685
37,10,2,1,0,0,0,4,1,-3.4,92.649,-30.1,0.719
49,4,0,4,1,1,0,3,0,1.4,93.444,-36.1,4.964
39,0,0,0,1,1,0,2,0,1.1,93.994,-36.4,4.857
39,1,0,1,0,0,0,2,0,1.4,94.465,-41.8,4.961
35,2,0,1,0,1,0,6,1,-1.8,92.893,-46.2,1.291
60,0,0,0,0,0,0,4,1,-1.7,94.027,-38.3,0.905
57,5,0,1,1,0,0,1,0,1.1,93.994,-36.4,4.857
26,3,1,0,0,0,0,17,0,1.4,93.918,-42.7,4.963
31,3,1,3,1,1,0,3,0,-1.8,92.893,-46.2,1.281
32,4,1,6,0,1,0,1,0,-0.1,93.2,-42.0,4.12
50,7,0,4,0,0,0,1,0,1.1,93.994,-36.4,4.855
44,6,0,1,0,1,0,1,0,-0.1,93.2,-42.0,4.191
53,3,2,2,0,1,0,1,0,-2.9,92.963,-40.8,1.26
